run_id,task_id,agent_id,model_id,label,seg,proj,N,d,H,C,fisher,n_steps,n_frag,total_chars,mean_frag_len,n_tool_calls,repeat_ratio
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/astropy__astropy-13453,astropy__astropy-13453,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,30,3,0.7700467110781103,0.20422448705019183,0.28209992715671245,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/astropy__astropy-13453,astropy__astropy-13453,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,30,4,0.6834542350797822,0.30828333268039404,0.7136277478678192,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/astropy__astropy-13977,astropy__astropy-13977,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,20,3,0.9357819290968922,0.06107873596419438,0.04783192896345873,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/astropy__astropy-13977,astropy__astropy-13977,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,20,4,0.7906280584475518,0.26373117342888597,0.42769660940672627,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/astropy__astropy-13977,astropy__astropy-13977,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,norm,20,3,0.9357819290968922,0.06107873596419438,0.04783192896345873,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/astropy__astropy-13977,astropy__astropy-13977,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,norm,20,4,0.7906280584475518,0.26373117342888597,0.42769660940672627,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/astropy__astropy-13977,astropy__astropy-13977,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,20,3,0.9337984064759879,0.06403795113719775,0.05607195639363504,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/astropy__astropy-13977,astropy__astropy-13977,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,20,4,0.7791709219449957,0.266926724391702,0.5588235294117647,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/astropy__astropy-13977,astropy__astropy-13977,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,30,3,0.9871626704782896,0.01265738649929805,0.01733215191387258,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/astropy__astropy-13977,astropy__astropy-13977,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,30,4,0.8846355815167348,0.16352418749297915,0.28710886819218345,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/astropy__astropy-13977,astropy__astropy-13977,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,norm,30,3,0.9871626704782896,0.01265738649929805,0.01733215191387258,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/astropy__astropy-13977,astropy__astropy-13977,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,norm,30,4,0.8846355815167348,0.16352418749297915,0.28710886819218345,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/astropy__astropy-13977,astropy__astropy-13977,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,30,3,0.938600288282757,0.06426875588132042,0.056269607835529895,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/astropy__astropy-13977,astropy__astropy-13977,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,30,4,0.8956185173100424,0.14589215417645143,0.24487841286632978,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10097,django__django-10097,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,20,3,0.9097206333525937,0.07981261006868702,0.07693350412338451,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10097,django__django-10097,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,20,4,0.7088389489529775,0.3033421732179241,0.44822330470336313,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10097,django__django-10097,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,norm,20,3,0.9097206333525937,0.07981261006868702,0.07693350412338451,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10097,django__django-10097,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,norm,20,4,0.7088389489529775,0.3033421732179241,0.44822330470336313,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10097,django__django-10097,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,20,3,0.8605132356022269,0.14542068709966852,0.14930161980626172,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10097,django__django-10097,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,20,4,0.7278522650072234,0.30320007680616046,0.5359467613493378,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10097,django__django-10097,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,30,3,0.8878083768965972,0.09314517380447591,0.07941007978093366,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10097,django__django-10097,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,30,4,0.7291999925580431,0.25315440644143944,0.3700648008649673,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10097,django__django-10097,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,norm,30,3,0.8878083768965972,0.09314517380447591,0.07941007978093366,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10097,django__django-10097,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,norm,30,4,0.7291999925580431,0.25315440644143944,0.3700648008649673,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10097,django__django-10097,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,30,3,0.8472314849187645,0.15370126373978235,0.17605932664262647,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10097,django__django-10097,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,30,4,0.7149592750905233,0.306624724446902,0.47217412875117526,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10554,django__django-10554,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,20,3,0.9947221507251011,0.00542095651377123,0.005942383201979043,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10554,django__django-10554,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,20,4,0.8451541314439348,0.217050341994584,0.35447330470336313,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10554,django__django-10554,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,norm,20,3,0.9947221507251011,0.00542095651377123,0.005942383201979043,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10554,django__django-10554,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,norm,20,4,0.8451541314439348,0.217050341994584,0.35447330470336313,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10554,django__django-10554,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,20,3,0.9254088687929399,0.07550071089076392,0.05555555555555555,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10554,django__django-10554,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,20,4,0.7631965466636441,0.2843100203432781,0.3731262206180953,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10554,django__django-10554,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,30,3,0.9913248349537364,0.008832344070355562,0.011472644355037307,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10554,django__django-10554,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,30,4,0.9181900879760475,0.11807171356406712,0.22941656049987574,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10554,django__django-10554,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,norm,30,3,0.9913248349537364,0.008832344070355562,0.011472644355037307,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10554,django__django-10554,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,norm,30,4,0.9181900879760475,0.11807171356406712,0.22941656049987574,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10554,django__django-10554,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,30,3,0.8757609339601583,0.11967022705532114,0.10577996202656231,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10554,django__django-10554,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,30,4,0.7311151485709331,0.29351137766665614,0.37509574341095675,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11087,django__django-11087,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,20,3,0.9641157682210612,0.03279402373522807,0.028779594793063887,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11087,django__django-11087,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,20,4,0.8451541314439348,0.217050341994584,0.28661165235168157,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11087,django__django-11087,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,norm,20,3,0.9641157682210612,0.03279402373522807,0.028779594793063887,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11087,django__django-11087,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,norm,20,4,0.8451541314439348,0.217050341994584,0.28661165235168157,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11087,django__django-11087,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,20,3,0.9627044343964699,0.03927175955717301,0.029772132492346965,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11087,django__django-11087,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,20,4,0.8145152036014163,0.24316131438152241,0.36807995958121853,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11087,django__django-11087,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,30,3,0.9514830212108175,0.04588524983072853,0.04126935878072177,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11087,django__django-11087,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,30,4,0.8783031121248852,0.16773537620512655,0.23642282030003797,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11087,django__django-11087,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,norm,30,3,0.9514830212108175,0.04588524983072853,0.04126935878072177,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11087,django__django-11087,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,norm,30,4,0.8783031121248852,0.16773537620512655,0.23642282030003797,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11087,django__django-11087,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,30,3,0.9722040294927504,0.028793044076493107,0.02094774481467874,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11087,django__django-11087,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,30,4,0.8087412164195459,0.24747554755590054,0.3082630980334917,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11149,django__django-11149,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,20,3,0.9552327283213633,0.045430871553481786,0.04458714807840454,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11149,django__django-11149,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,20,4,0.7258117226894133,0.3030219024234017,0.7721084768786267,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11149,django__django-11149,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,norm,20,3,0.9552327283213633,0.045430871553481786,0.04458714807840454,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11149,django__django-11149,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,norm,20,4,0.7258117226894133,0.3030219024234017,0.7721084768786267,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11149,django__django-11149,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,20,3,0.9337984064759882,0.0640379511371973,0.10261208638428064,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11149,django__django-11149,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,20,4,0.7791709219449954,0.26692672439170245,0.584677768687349,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11149,django__django-11149,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,30,3,0.9579073713825504,0.04117930773582048,0.04632587553100779,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11149,django__django-11149,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,30,4,0.8279713524359164,0.2172782483872325,0.2773890560527841,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11149,django__django-11149,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,norm,30,3,0.9579073713825504,0.04117930773582048,0.04632587553100779,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11149,django__django-11149,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,norm,30,4,0.8279713524359164,0.2172782483872325,0.2773890560527841,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11149,django__django-11149,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,30,3,0.8980000031092376,0.097319043151748,0.12053148571133829,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11149,django__django-11149,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,30,4,0.8047812099160317,0.23859643103006958,0.4526697456470605,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11299,django__django-11299,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,20,3,0.6993384143533463,0.2440682741040659,0.33573360353623855,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11299,django__django-11299,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,20,4,0.6596340689530176,0.3157419280525737,0.44822330470336313,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11299,django__django-11299,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,norm,20,3,0.6993384143533463,0.2440682741040659,0.33573360353623855,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11299,django__django-11299,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,norm,20,4,0.6596340689530176,0.3157419280525737,0.44822330470336313,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11299,django__django-11299,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,20,3,0.8421430363346709,0.15683269696590332,0.17553851801356826,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11299,django__django-11299,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,20,4,0.686218561256986,0.318304733376151,0.5495968088533895,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11299,django__django-11299,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,30,3,0.9260590903840782,0.06771696443729167,0.06010909991528725,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11299,django__django-11299,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,30,4,0.8279713524359164,0.20267244490505396,0.3945138197261814,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11299,django__django-11299,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,norm,30,3,0.9260590903840782,0.06771696443729167,0.06010909991528725,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11299,django__django-11299,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,norm,30,4,0.8279713524359164,0.20267244490505396,0.3945138197261814,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11299,django__django-11299,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,30,3,0.9598164920666116,0.040067856146601306,0.024937898971602118,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11299,django__django-11299,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,30,4,0.8532488303572608,0.1934012192851305,0.28863917399048,30,30,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11400,django__django-11400,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,20,3,0.9835665674455325,0.01603641210690794,0.015175383372522184,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11400,django__django-11400,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,20,4,0.8178910949457432,0.24143703494113014,0.3125,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11400,django__django-11400,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,norm,20,3,0.9835665674455325,0.01603641210690794,0.015175383372522184,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11400,django__django-11400,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,norm,20,4,0.8178910949457432,0.24143703494113014,0.3125,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11400,django__django-11400,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,20,3,0.8992042989107535,0.09487871966281641,0.09529471360884204,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11400,django__django-11400,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,pca1,20,4,0.7888558751325303,0.264684937746974,0.3731262206180953,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11477,django__django-11477,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,20,3,0.9552327283213633,0.045430871553481786,0.06034886528023529,20,20,,,,
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11477,django__django-11477,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,cos_step,20,4,0.7530747591876048,0.2855031998188985,0.71875,20,20,,,,
