run_id,label,seg,proj,N,lb_p,rho_with_cos_step
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-13977,1,reason_sent,pca1,200,0.16175197983864975,-0.1954170504367073
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-13977,1,reason_sent,norm,200,0.08022852697741312,0.9999984771790045
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-14096,0,reason_sent,cos_step,200,2.8974157447481364e-05,
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-14096,0,reason_sent,cos_task,200,0.1284845518936825,0.4780748907670836
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-14096,0,reason_sent,pca1,200,0.8383533079955521,-0.27176445508556407
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-14096,0,reason_sent,norm,200,4.067246742639012e-05,0.9999999999999999
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-14182,0,reason_sent,cos_step,200,0.0008088770139536856,
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-14182,0,reason_sent,cos_task,200,0.3563284876480617,0.3357272728797205
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-14182,0,reason_sent,pca1,200,0.002655849044379366,-0.42721446705189486
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-14182,0,reason_sent,norm,200,0.0014852672242539767,1.0
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-14369,1,reason_sent,cos_step,200,0.05266447765089313,
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-14369,1,reason_sent,cos_task,200,2.8056192649865498e-14,0.25609580611956917
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-14369,1,reason_sent,pca1,200,0.004583053259242944,-0.23087577231321968
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-14369,1,reason_sent,norm,200,0.04249302784002741,0.9999847719407782
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-14508,0,reason_sent,cos_step,200,0.014503474502545998,
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-14508,0,reason_sent,cos_task,200,0.1600765580252049,0.34780996528987196
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-14508,0,reason_sent,pca1,200,0.11886691178745654,-0.2309421257158877
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-14508,0,reason_sent,norm,200,0.012010096471194677,0.9999984772277016
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-14598,1,reason_sent,cos_step,200,0.00016729519447196257,
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-14598,1,reason_sent,cos_task,200,0.02524368278365272,0.08163886845873917
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-14598,1,reason_sent,pca1,200,0.0027579517028018044,-0.38114990627513273
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-14598,1,reason_sent,norm,200,1.56387146060972e-05,1.0
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-14995,0,reason_sent,cos_step,200,5.491945806857579e-07,
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-14995,0,reason_sent,cos_task,200,0.0518579495676698,0.29806717509814507
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-14995,0,reason_sent,pca1,200,0.0028140643645216284,-0.33160332986130636
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-14995,0,reason_sent,norm,200,1.6527877807250227e-06,1.0
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-8872,1,reason_sent,cos_step,200,1.8118328290978282e-06,
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-8872,1,reason_sent,cos_task,200,4.3867140978714976e-08,0.4962394737524765
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-8872,1,reason_sent,pca1,200,0.2193469653289925,-0.2981277315188638
20250726_mini-v1.0.0_gemini-2.5-pro/astropy__astropy-8872,1,reason_sent,norm,200,8.822249387816233e-07,0.9999999999999999
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-10097,1,reason_sent,cos_step,200,9.1992838965215e-07,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-10097,1,reason_sent,cos_task,200,0.0055848985139857425,0.08848870250381163
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-10097,1,reason_sent,pca1,200,0.039356942003609736,-0.20955117604976808
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-10097,1,reason_sent,norm,200,2.4047154983066252e-05,0.9999999999999999
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-10554,1,reason_sent,cos_step,200,1.6669823050458593e-05,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-10554,1,reason_sent,cos_task,200,0.005386165141242453,0.38710979138114815
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-10554,1,reason_sent,pca1,200,0.9509695328812999,-0.20676107811786207
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-10554,1,reason_sent,norm,200,5.322211869946797e-05,1.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-10999,1,reason_sent,cos_step,200,2.085846042429145e-05,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-10999,1,reason_sent,cos_task,200,1.6427094110539529e-09,0.517724254186619
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-10999,1,reason_sent,pca1,200,0.00018962918227061816,-0.16219455184191062
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-10999,1,reason_sent,norm,200,5.8715590082914385e-05,0.9999999999999999
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11087,1,reason_sent,cos_step,200,0.0010754027041163313,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11087,1,reason_sent,cos_task,200,0.2823245507936107,0.1331425196083395
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11087,1,reason_sent,pca1,200,0.17481026080198708,-0.14596115815486208
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11087,1,reason_sent,norm,200,0.0002992842718696594,0.9999999999999999
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11099,0,reason_sent,cos_step,200,0.0016776954818306976,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11099,0,reason_sent,cos_task,200,0.5903059608067903,0.38119767578558234
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11099,0,reason_sent,pca1,200,0.18978597470854172,-0.31698880489294184
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11099,0,reason_sent,norm,200,0.06488751373603309,0.9999999999999999
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11133,0,reason_sent,cos_step,200,0.017687763960518882,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11133,0,reason_sent,cos_task,200,0.002076842248292069,0.30509587050477044
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11133,0,reason_sent,pca1,200,0.8435539860597565,-0.11870554406599247
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11133,0,reason_sent,norm,200,0.016355688785215906,0.9999908629140146
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11138,1,reason_sent,cos_step,200,0.007524614079636586,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11138,1,reason_sent,cos_task,200,4.486437705978085e-13,0.490848295858575
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11138,1,reason_sent,pca1,200,0.9513987651178302,-0.1950328345788812
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11138,1,reason_sent,norm,200,0.020685186097208198,1.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11149,1,reason_sent,cos_step,200,0.000993149885465368,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11149,1,reason_sent,cos_task,200,0.10141488206247228,0.26710857030398294
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11149,1,reason_sent,pca1,200,0.06490919185500132,-0.37782084390554654
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11149,1,reason_sent,norm,200,0.002474019172857522,0.9999999999999999
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11206,1,reason_sent,cos_step,200,3.455925882364726e-05,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11206,1,reason_sent,cos_task,200,0.30712850949407594,0.3239869483346874
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11206,1,reason_sent,pca1,200,0.016048711733091126,-0.19407482361627174
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11206,1,reason_sent,norm,200,7.614302465191576e-05,0.9999999999999999
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11211,1,reason_sent,cos_step,200,1.0642811826106767e-05,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11211,1,reason_sent,cos_task,200,0.48383599519284815,0.479601062746741
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11211,1,reason_sent,pca1,200,0.5026537774295791,-0.3469717094588446
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11211,1,reason_sent,norm,200,1.603065306107559e-05,0.9999999999999999
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11239,0,reason_sent,cos_step,200,0.025186114894109515,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11239,0,reason_sent,cos_task,200,5.540687438829994e-06,0.36069597952690213
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11239,0,reason_sent,pca1,200,0.007338043271609959,-0.2455816021780579
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11239,0,reason_sent,norm,200,0.047653984939394926,0.9999954316518005
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11276,0,reason_sent,cos_step,200,9.120762473994829e-05,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11276,0,reason_sent,cos_task,200,0.03026879696925127,0.3060865659877742
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11276,0,reason_sent,pca1,200,0.8410346557717998,-0.32997441418880075
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11276,0,reason_sent,norm,200,3.834477216735464e-05,0.9999999999999999
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11292,0,reason_sent,cos_step,200,0.023432273653996624,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11292,0,reason_sent,cos_task,200,8.968371572692175e-08,0.1475123629985689
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11292,0,reason_sent,pca1,200,0.04054279382801919,-0.1944852843209136
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11292,0,reason_sent,norm,200,0.07893427904819085,0.9999969544646787
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11333,1,reason_sent,cos_step,200,9.2990624793135e-06,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11333,1,reason_sent,cos_task,200,0.9221650004857717,0.3764717113964254
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11333,1,reason_sent,pca1,200,0.4647191245055108,-0.1931725519846399
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11333,1,reason_sent,norm,200,7.148236262935543e-06,1.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11400,1,reason_sent,cos_step,200,6.103284219331726e-05,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11400,1,reason_sent,cos_task,200,0.0007848715375217583,0.34580918331674443
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11400,1,reason_sent,pca1,200,0.9047178227319599,-0.18913131662258087
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11400,1,reason_sent,norm,200,4.5099670267201465e-05,1.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11433,1,reason_sent,cos_step,200,0.1577381398244666,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11433,1,reason_sent,cos_task,200,0.2507493737433699,0.33882482466270836
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11433,1,reason_sent,pca1,200,0.2851728125928428,-0.3721004069226053
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11433,1,reason_sent,norm,200,0.2599155828332478,1.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11477,1,reason_sent,cos_step,200,0.16944368223869588,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11477,1,reason_sent,cos_task,200,0.0028413629946228993,0.09046950993978932
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11477,1,reason_sent,pca1,200,0.05635550278110341,-0.2502121503643754
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11477,1,reason_sent,norm,200,0.11256243668372386,1.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11532,0,reason_sent,cos_step,200,0.000228405638199147,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11532,0,reason_sent,cos_task,200,0.002298564613206405,0.32848890065756536
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11532,0,reason_sent,pca1,200,0.16609509824639984,-0.3450755417492319
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11532,0,reason_sent,norm,200,0.0031735412206131694,0.9999908627539965
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11551,0,reason_sent,cos_step,200,0.00023878726600484184,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11551,0,reason_sent,cos_task,200,3.5007402073536867e-06,0.3211578245192644
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11551,0,reason_sent,pca1,200,0.5264378164607233,-0.20410227864831096
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11551,0,reason_sent,norm,200,0.00020422952728887386,1.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11728,1,reason_sent,cos_step,200,6.980505242665616e-09,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11728,1,reason_sent,cos_task,200,0.003964796348571836,0.23900118595217437
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11728,1,reason_sent,pca1,200,0.14662880163545153,-0.20824946754329612
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11728,1,reason_sent,norm,200,6.358714526061863e-10,1.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11734,1,reason_sent,cos_step,200,0.0044476807261136725,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11734,1,reason_sent,cos_task,200,0.2380208641956718,0.3538338311511846
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11734,1,reason_sent,pca1,200,0.6393706505542964,-0.19818577599044576
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11734,1,reason_sent,norm,200,0.009835412605777609,1.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11820,1,reason_sent,cos_step,200,0.018827707137525487,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11820,1,reason_sent,cos_task,200,0.0018358320875962268,0.05752684223218133
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11820,1,reason_sent,pca1,200,0.12849324469395168,-0.16737407108620364
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11820,1,reason_sent,norm,200,0.024749516641773814,0.9999999999999999
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11885,1,reason_sent,cos_step,200,0.0035656240387560187,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11885,1,reason_sent,cos_task,200,0.45045372159904895,0.2641816000109709
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11885,1,reason_sent,pca1,200,0.3598524330979572,-0.2842121773253767
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11885,1,reason_sent,norm,200,0.0069946247777187675,0.9999999999999999
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11951,0,reason_sent,cos_step,200,0.0006038918709691236,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11951,0,reason_sent,cos_task,200,5.556676399342561e-05,0.43715172980162004
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11951,0,reason_sent,pca1,200,0.8745209424218279,-0.22670612262683795
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11951,0,reason_sent,norm,200,0.0017759666730961163,0.9999999999999999
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11964,1,reason_sent,cos_step,200,0.004791766458459479,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11964,1,reason_sent,cos_task,200,0.23851273255916494,0.3078745139490698
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11964,1,reason_sent,pca1,200,0.6991653974413028,-0.3286193199433876
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11964,1,reason_sent,norm,200,0.008037170740710404,1.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12039,0,reason_sent,cos_step,200,0.14921099331759669,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12039,0,reason_sent,cos_task,200,0.9545482952447195,0.30413949760586034
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12039,0,reason_sent,pca1,200,0.0057063599303157665,-0.19503525528480598
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12039,0,reason_sent,norm,200,0.2877657157859079,0.9999999999999999
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12125,1,reason_sent,cos_step,200,0.003863684559956226,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12125,1,reason_sent,cos_task,200,0.9626369639436028,0.21318697383480786
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12125,1,reason_sent,pca1,200,0.5449235791219859,-0.2517087499759746
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12125,1,reason_sent,norm,200,0.008468417851369616,0.9999939089108065
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12155,0,reason_sent,cos_step,200,0.0001721204559028626,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12155,0,reason_sent,cos_task,200,0.19849467391783732,0.30599448603527085
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12155,0,reason_sent,pca1,200,0.98773744391193,-0.2272542805539045
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12155,0,reason_sent,norm,200,0.002045089460285131,0.9999984772323394
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12193,0,reason_sent,cos_step,200,0.02142288920044256,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12193,0,reason_sent,cos_task,200,0.9801838617519194,0.41727992112276935
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12193,0,reason_sent,pca1,200,0.6519477192644265,-0.14531829482460895
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12193,0,reason_sent,norm,200,0.04159179166202425,1.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12209,0,reason_sent,cos_step,200,0.00039486688916445567,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12209,0,reason_sent,cos_task,200,0.7991398254485014,0.33472389518502804
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12209,0,reason_sent,pca1,200,0.06655175865422513,-0.18395237319771796
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12209,0,reason_sent,norm,200,0.005767406233485194,0.9999984772195856
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12262,0,reason_sent,cos_step,200,0.1301585034691684,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12262,0,reason_sent,cos_task,200,5.0243799008936874e-11,0.1580293750615078
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12262,0,reason_sent,pca1,200,0.024676320508314913,-0.09460289362404735
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12262,0,reason_sent,norm,200,0.2698553094813527,0.9999939086789144
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12273,1,reason_sent,cos_step,200,7.815932399337244e-06,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12273,1,reason_sent,cos_task,200,0.2919885222433607,0.33413532552263536
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12273,1,reason_sent,pca1,200,0.0009434460316905903,-0.3348418907931252
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12273,1,reason_sent,norm,200,1.3032074787576233e-05,1.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12308,1,reason_sent,cos_step,200,0.05364690250004393,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12308,1,reason_sent,cos_task,200,0.08625530031172003,0.30011573195057695
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12308,1,reason_sent,pca1,200,0.18065058622093189,-0.3618252143593346
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12308,1,reason_sent,norm,200,0.06952104592496842,0.9999999999999999
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12325,1,reason_sent,cos_step,200,4.901729377506832e-06,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12325,1,reason_sent,cos_task,200,7.815104621321594e-06,0.26684102429443973
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12325,1,reason_sent,pca1,200,0.7336449887160241,-0.27221337109862265
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12325,1,reason_sent,norm,200,4.2449578558070335e-05,1.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12406,1,reason_sent,cos_step,200,0.04121087837689601,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12406,1,reason_sent,cos_task,200,0.06798096527893303,0.265220342493331
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12406,1,reason_sent,pca1,200,0.057657569701762695,-0.15937432546187355
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12406,1,reason_sent,norm,200,0.15243890250713032,1.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,0,reason_sent,cos_step,200,6.969394137475754e-07,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,0,reason_sent,cos_task,200,0.808303828391455,0.14511308824191121
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,0,reason_sent,pca1,200,0.010835144354992677,-0.12458855374733421
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,0,reason_sent,norm,200,1.2373208139889687e-05,1.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12663,1,reason_sent,cos_step,200,0.006318020269049251,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12663,1,reason_sent,cos_task,200,4.802803706258764e-10,0.35231046037502267
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12663,1,reason_sent,pca1,200,0.0014602623359336996,-0.4202206109685898
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12663,1,reason_sent,norm,200,0.004661982844486968,0.9999878176453794
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12708,0,reason_sent,cos_step,200,0.00027037586245945433,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12708,0,reason_sent,cos_task,200,2.1439767683356753e-05,0.248797966193133
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12708,0,reason_sent,pca1,200,0.0012411240486752903,-0.20624121078216026
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12708,0,reason_sent,norm,200,0.002528186190895835,1.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12754,1,reason_sent,cos_step,200,0.0005103387555886928,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12754,1,reason_sent,cos_task,200,0.538467945959449,0.2773735465665886
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12754,1,reason_sent,pca1,200,0.9193567596917519,-0.18719223449711597
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12754,1,reason_sent,norm,200,0.0015548940289510304,1.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12774,0,reason_sent,cos_step,200,0.22662628780362842,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12774,0,reason_sent,cos_task,200,0.023076140769943125,0.1819042228347829
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12774,0,reason_sent,pca1,200,0.05478751349874104,-0.1486497857142877
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12774,0,reason_sent,norm,200,0.06426943648570248,0.9999984771998751
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12858,1,reason_sent,cos_step,200,0.002670168395107617,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12858,1,reason_sent,cos_task,200,0.0002165021300541047,0.28401422115476704
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12858,1,reason_sent,pca1,200,0.0029891888263738793,-0.38846257658178684
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12858,1,reason_sent,norm,200,0.0005477292593865649,1.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12965,1,reason_sent,cos_step,200,0.013120132844751407,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12965,1,reason_sent,cos_task,200,0.002041644449700279,0.2583489798193727
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12965,1,reason_sent,pca1,200,0.5869233295964923,-0.3162447826022378
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12965,1,reason_sent,norm,200,0.005393425816721729,1.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13033,0,reason_sent,cos_step,200,6.602537591150348e-06,
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13033,0,reason_sent,cos_task,200,0.028566170442416314,0.2939911884099799
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13033,0,reason_sent,pca1,200,0.06061330158852642,-0.3161432015964856
