run_id,task_id,agent_id,model_id,model_family,label,seg,n_frag_total,n_steps_total
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/django__django-13195,django__django-13195,mini-swe-agent-1.15.0,gemini-3-pro-preview,google,1,reason_sent,710,27
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/django__django-13343,django__django-13343,mini-swe-agent-1.15.0,gemini-3-pro-preview,google,0,reason_sent,408,34
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/django__django-13516,django__django-13516,mini-swe-agent-1.15.0,gemini-3-pro-preview,google,0,reason_sent,252,26
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/django__django-13807,django__django-13807,mini-swe-agent-1.15.0,gemini-3-pro-preview,google,0,reason_sent,304,36
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/django__django-14155,django__django-14155,mini-swe-agent-1.15.0,gemini-3-pro-preview,google,1,reason_sent,632,22
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/django__django-14311,django__django-14311,mini-swe-agent-1.15.0,gemini-3-pro-preview,google,0,reason_sent,589,55
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/django__django-14349,django__django-14349,mini-swe-agent-1.15.0,gemini-3-pro-preview,google,0,reason_sent,1323,92
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/django__django-14376,django__django-14376,mini-swe-agent-1.15.0,gemini-3-pro-preview,google,0,reason_sent,353,30
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/django__django-15103,django__django-15103,mini-swe-agent-1.15.0,gemini-3-pro-preview,google,0,reason_sent,224,24
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/django__django-15916,django__django-15916,mini-swe-agent-1.15.0,gemini-3-pro-preview,google,1,reason_sent,470,33
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/django__django-16454,django__django-16454,mini-swe-agent-1.15.0,gemini-3-pro-preview,google,0,reason_sent,699,41
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/psf__requests-1766,psf__requests-1766,mini-swe-agent-1.15.0,gemini-3-pro-preview,google,0,reason_sent,205,25
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/psf__requests-5414,psf__requests-5414,mini-swe-agent-1.15.0,gemini-3-pro-preview,google,0,reason_sent,639,50
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/pydata__xarray-6461,pydata__xarray-6461,mini-swe-agent-1.15.0,gemini-3-pro-preview,google,0,reason_sent,856,32
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/pytest-dev__pytest-6202,pytest-dev__pytest-6202,mini-swe-agent-1.15.0,gemini-3-pro-preview,google,0,reason_sent,330,45
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/pytest-dev__pytest-7324,pytest-dev__pytest-7324,mini-swe-agent-1.15.0,gemini-3-pro-preview,google,0,reason_sent,434,37
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/scikit-learn__scikit-learn-13779,scikit-learn__scikit-learn-13779,mini-swe-agent-1.15.0,gemini-3-pro-preview,google,0,reason_sent,262,25
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-13551,sympy__sympy-13551,mini-swe-agent-1.15.0,gemini-3-pro-preview,google,0,reason_sent,482,28
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-13878,sympy__sympy-13878,mini-swe-agent-1.15.0,gemini-3-pro-preview,google,1,reason_sent,1035,91
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-13974,sympy__sympy-13974,mini-swe-agent-1.15.0,gemini-3-pro-preview,google,0,reason_sent,862,61
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-19495,sympy__sympy-19495,mini-swe-agent-1.15.0,gemini-3-pro-preview,google,0,reason_sent,575,31
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-20438,sympy__sympy-20438,mini-swe-agent-1.15.0,gemini-3-pro-preview,google,1,reason_sent,570,60
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-22080,sympy__sympy-22080,mini-swe-agent-1.15.0,gemini-3-pro-preview,google,1,reason_sent,992,80
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-22714,sympy__sympy-22714,mini-swe-agent-1.15.0,gemini-3-pro-preview,google,0,reason_sent,326,38
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-14369,astropy__astropy-14369,mini-swe-agent-1.17.0,minimax-m2,minimax,0,reason_sent,1361,134
20251124_mini-v1.17.0_minimax-m2/django__django-11119,django__django-11119,mini-swe-agent-1.17.0,minimax-m2,minimax,0,reason_sent,396,41
20251124_mini-v1.17.0_minimax-m2/django__django-11728,django__django-11728,mini-swe-agent-1.17.0,minimax-m2,minimax,1,reason_sent,276,31
20251124_mini-v1.17.0_minimax-m2/django__django-11964,django__django-11964,mini-swe-agent-1.17.0,minimax-m2,minimax,1,reason_sent,1441,232
20251124_mini-v1.17.0_minimax-m2/django__django-12125,django__django-12125,mini-swe-agent-1.17.0,minimax-m2,minimax,1,reason_sent,397,47
20251124_mini-v1.17.0_minimax-m2/django__django-13109,django__django-13109,mini-swe-agent-1.17.0,minimax-m2,minimax,0,reason_sent,401,72
20251124_mini-v1.17.0_minimax-m2/django__django-13212,django__django-13212,mini-swe-agent-1.17.0,minimax-m2,minimax,1,reason_sent,620,109
20251124_mini-v1.17.0_minimax-m2/django__django-13512,django__django-13512,mini-swe-agent-1.17.0,minimax-m2,minimax,0,reason_sent,441,62
20251124_mini-v1.17.0_minimax-m2/django__django-14017,django__django-14017,mini-swe-agent-1.17.0,minimax-m2,minimax,0,reason_sent,855,72
20251124_mini-v1.17.0_minimax-m2/django__django-14140,django__django-14140,mini-swe-agent-1.17.0,minimax-m2,minimax,0,reason_sent,539,75
20251124_mini-v1.17.0_minimax-m2/django__django-15315,django__django-15315,mini-swe-agent-1.17.0,minimax-m2,minimax,1,reason_sent,8495,108
20251124_mini-v1.17.0_minimax-m2/django__django-15375,django__django-15375,mini-swe-agent-1.17.0,minimax-m2,minimax,0,reason_sent,1419,78
20251124_mini-v1.17.0_minimax-m2/django__django-15380,django__django-15380,mini-swe-agent-1.17.0,minimax-m2,minimax,1,reason_sent,1330,125
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-24627,matplotlib__matplotlib-24627,mini-swe-agent-1.17.0,minimax-m2,minimax,0,reason_sent,288,42
20251124_mini-v1.17.0_minimax-m2/pylint-dev__pylint-4551,pylint-dev__pylint-4551,mini-swe-agent-1.17.0,minimax-m2,minimax,1,reason_sent,517,64
20251124_mini-v1.17.0_minimax-m2/pytest-dev__pytest-7236,pytest-dev__pytest-7236,mini-swe-agent-1.17.0,minimax-m2,minimax,0,reason_sent,715,63
20251124_mini-v1.17.0_minimax-m2/pytest-dev__pytest-7521,pytest-dev__pytest-7521,mini-swe-agent-1.17.0,minimax-m2,minimax,0,reason_sent,349,45
20251124_mini-v1.17.0_minimax-m2/scikit-learn__scikit-learn-10844,scikit-learn__scikit-learn-10844,mini-swe-agent-1.17.0,minimax-m2,minimax,0,reason_sent,219,29
20251124_mini-v1.17.0_minimax-m2/scikit-learn__scikit-learn-13439,scikit-learn__scikit-learn-13439,mini-swe-agent-1.17.0,minimax-m2,minimax,0,reason_sent,310,52
20251124_mini-v1.17.0_minimax-m2/scikit-learn__scikit-learn-14087,scikit-learn__scikit-learn-14087,mini-swe-agent-1.17.0,minimax-m2,minimax,1,reason_sent,1040,89
20251124_mini-v1.17.0_minimax-m2/scikit-learn__scikit-learn-26194,scikit-learn__scikit-learn-26194,mini-swe-agent-1.17.0,minimax-m2,minimax,1,reason_sent,508,70
20251124_mini-v1.17.0_minimax-m2/sphinx-doc__sphinx-7462,sphinx-doc__sphinx-7462,mini-swe-agent-1.17.0,minimax-m2,minimax,1,reason_sent,285,34
20251124_mini-v1.17.0_minimax-m2/sympy__sympy-13551,sympy__sympy-13551,mini-swe-agent-1.17.0,minimax-m2,minimax,0,reason_sent,710,41
20251124_mini-v1.17.0_minimax-m2/sympy__sympy-14248,sympy__sympy-14248,mini-swe-agent-1.17.0,minimax-m2,minimax,1,reason_sent,1067,149
20251124_mini-v1.17.0_minimax-m2/sympy__sympy-24443,sympy__sympy-24443,mini-swe-agent-1.17.0,minimax-m2,minimax,0,reason_sent,577,62
20251124_mini-v1.17.0_minimax-m2/sympy__sympy-24539,sympy__sympy-24539,mini-swe-agent-1.17.0,minimax-m2,minimax,0,reason_sent,222,21
20251201_mini-v1.17.1_glm-4.6/astropy__astropy-8707,astropy__astropy-8707,mini-swe-agent-1.17.1,glm-4.6,zhipu,1,reason_sent,247,57
20251201_mini-v1.17.1_glm-4.6/django__django-11555,django__django-11555,mini-swe-agent-1.17.1,glm-4.6,zhipu,0,reason_sent,519,101
20251201_mini-v1.17.1_glm-4.6/django__django-13028,django__django-13028,mini-swe-agent-1.17.1,glm-4.6,zhipu,0,reason_sent,226,48
20251201_mini-v1.17.1_glm-4.6/django__django-15037,django__django-15037,mini-swe-agent-1.17.1,glm-4.6,zhipu,0,reason_sent,406,35
20251201_mini-v1.17.1_glm-4.6/django__django-15973,django__django-15973,mini-swe-agent-1.17.1,glm-4.6,zhipu,1,reason_sent,461,121
20251201_mini-v1.17.1_glm-4.6/django__django-16454,django__django-16454,mini-swe-agent-1.17.1,glm-4.6,zhipu,0,reason_sent,232,32
20251201_mini-v1.17.1_glm-4.6/django__django-16560,django__django-16560,mini-swe-agent-1.17.1,glm-4.6,zhipu,1,reason_sent,373,75
20251201_mini-v1.17.1_glm-4.6/matplotlib__matplotlib-13989,matplotlib__matplotlib-13989,mini-swe-agent-1.17.1,glm-4.6,zhipu,0,reason_sent,276,39
20251201_mini-v1.17.1_glm-4.6/matplotlib__matplotlib-20488,matplotlib__matplotlib-20488,mini-swe-agent-1.17.1,glm-4.6,zhipu,1,reason_sent,282,43
20251201_mini-v1.17.1_glm-4.6/psf__requests-1766,psf__requests-1766,mini-swe-agent-1.17.1,glm-4.6,zhipu,1,reason_sent,212,26
20251201_mini-v1.17.1_glm-4.6/pytest-dev__pytest-7490,pytest-dev__pytest-7490,mini-swe-agent-1.17.1,glm-4.6,zhipu,1,reason_sent,515,132
20251201_mini-v1.17.1_glm-4.6/scikit-learn__scikit-learn-12682,scikit-learn__scikit-learn-12682,mini-swe-agent-1.17.1,glm-4.6,zhipu,1,reason_sent,513,129
20251201_mini-v1.17.1_glm-4.6/sphinx-doc__sphinx-8035,sphinx-doc__sphinx-8035,mini-swe-agent-1.17.1,glm-4.6,zhipu,0,reason_sent,246,62
20251201_mini-v1.17.1_glm-4.6/sphinx-doc__sphinx-8551,sphinx-doc__sphinx-8551,mini-swe-agent-1.17.1,glm-4.6,zhipu,1,reason_sent,507,2
20251201_mini-v1.17.1_glm-4.6/sympy__sympy-12096,sympy__sympy-12096,mini-swe-agent-1.17.1,glm-4.6,zhipu,0,reason_sent,513,70
20251201_mini-v1.17.1_glm-4.6/sympy__sympy-15349,sympy__sympy-15349,mini-swe-agent-1.17.1,glm-4.6,zhipu,0,reason_sent,277,31
20251201_mini-v1.17.1_glm-4.6/sympy__sympy-16450,sympy__sympy-16450,mini-swe-agent-1.17.1,glm-4.6,zhipu,0,reason_sent,287,31
20251201_mini-v1.17.1_glm-4.6/sympy__sympy-21612,sympy__sympy-21612,mini-swe-agent-1.17.1,glm-4.6,zhipu,1,reason_sent,682,102
20251209_mini-v1.17.2_devstral-2512/django__django-11066,django__django-11066,mini-swe-agent-1.17.2,devstral-2512,mistral,0,reason_sent,254,15
20251209_mini-v1.17.2_devstral-2512/django__django-11433,django__django-11433,mini-swe-agent-1.17.2,devstral-2512,mistral,1,reason_sent,278,70
20251209_mini-v1.17.2_devstral-2512/django__django-12155,django__django-12155,mini-swe-agent-1.17.2,devstral-2512,mistral,0,reason_sent,592,32
20251209_mini-v1.17.2_devstral-2512/django__django-13344,django__django-13344,mini-swe-agent-1.17.2,devstral-2512,mistral,1,reason_sent,513,108
20251209_mini-v1.17.2_devstral-2512/django__django-13346,django__django-13346,mini-swe-agent-1.17.2,devstral-2512,mistral,0,reason_sent,322,81
20251209_mini-v1.17.2_devstral-2512/django__django-13821,django__django-13821,mini-swe-agent-1.17.2,devstral-2512,mistral,0,reason_sent,208,61
20251209_mini-v1.17.2_devstral-2512/django__django-14539,django__django-14539,mini-swe-agent-1.17.2,devstral-2512,mistral,0,reason_sent,686,128
20251209_mini-v1.17.2_devstral-2512/django__django-15128,django__django-15128,mini-swe-agent-1.17.2,devstral-2512,mistral,1,reason_sent,271,68
20251209_mini-v1.17.2_devstral-2512/django__django-15280,django__django-15280,mini-swe-agent-1.17.2,devstral-2512,mistral,0,reason_sent,753,141
20251209_mini-v1.17.2_devstral-2512/django__django-15731,django__django-15731,mini-swe-agent-1.17.2,devstral-2512,mistral,0,reason_sent,320,35
20251209_mini-v1.17.2_devstral-2512/pytest-dev__pytest-7236,pytest-dev__pytest-7236,mini-swe-agent-1.17.2,devstral-2512,mistral,0,reason_sent,299,65
20251209_mini-v1.17.2_devstral-2512/scikit-learn__scikit-learn-12682,scikit-learn__scikit-learn-12682,mini-swe-agent-1.17.2,devstral-2512,mistral,1,reason_sent,515,122
20251209_mini-v1.17.2_devstral-2512/scikit-learn__scikit-learn-14087,scikit-learn__scikit-learn-14087,mini-swe-agent-1.17.2,devstral-2512,mistral,0,reason_sent,488,69
20251209_mini-v1.17.2_devstral-2512/scikit-learn__scikit-learn-14983,scikit-learn__scikit-learn-14983,mini-swe-agent-1.17.2,devstral-2512,mistral,0,reason_sent,388,97
20251209_mini-v1.17.2_devstral-2512/scikit-learn__scikit-learn-26194,scikit-learn__scikit-learn-26194,mini-swe-agent-1.17.2,devstral-2512,mistral,1,reason_sent,222,2
20251209_mini-v1.17.2_devstral-2512/sphinx-doc__sphinx-9281,sphinx-doc__sphinx-9281,mini-swe-agent-1.17.2,devstral-2512,mistral,0,reason_sent,580,82
20251209_mini-v1.17.2_devstral-2512/sphinx-doc__sphinx-9711,sphinx-doc__sphinx-9711,mini-swe-agent-1.17.2,devstral-2512,mistral,0,reason_sent,274,20
20251209_mini-v1.17.2_devstral-2512/sympy__sympy-17318,sympy__sympy-17318,mini-swe-agent-1.17.2,devstral-2512,mistral,1,reason_sent,254,45
20251209_mini-v1.17.2_devstral-2512/sympy__sympy-17630,sympy__sympy-17630,mini-swe-agent-1.17.2,devstral-2512,mistral,1,reason_sent,831,99
20251209_mini-v1.17.2_devstral-2512/sympy__sympy-24213,sympy__sympy-24213,mini-swe-agent-1.17.2,devstral-2512,mistral,0,reason_sent,214,53
20251209_mini-v1.17.2_devstral-small-2512/astropy__astropy-14309,astropy__astropy-14309,mini-swe-agent-1.17.2,devstral-small-2512,mistral,0,reason_sent,241,37
20251209_mini-v1.17.2_devstral-small-2512/django__django-10880,django__django-10880,mini-swe-agent-1.17.2,devstral-small-2512,mistral,1,reason_sent,286,44
20251209_mini-v1.17.2_devstral-small-2512/django__django-11490,django__django-11490,mini-swe-agent-1.17.2,devstral-small-2512,mistral,0,reason_sent,545,117
20251209_mini-v1.17.2_devstral-small-2512/django__django-11555,django__django-11555,mini-swe-agent-1.17.2,devstral-small-2512,mistral,0,reason_sent,523,96
20251209_mini-v1.17.2_devstral-small-2512/django__django-12125,django__django-12125,mini-swe-agent-1.17.2,devstral-small-2512,mistral,1,reason_sent,555,79
20251209_mini-v1.17.2_devstral-small-2512/django__django-12262,django__django-12262,mini-swe-agent-1.17.2,devstral-small-2512,mistral,0,reason_sent,645,83
20251209_mini-v1.17.2_devstral-small-2512/django__django-14238,django__django-14238,mini-swe-agent-1.17.2,devstral-small-2512,mistral,0,reason_sent,332,80
20251209_mini-v1.17.2_devstral-small-2512/django__django-14725,django__django-14725,mini-swe-agent-1.17.2,devstral-small-2512,mistral,1,reason_sent,580,76
20251209_mini-v1.17.2_devstral-small-2512/django__django-16032,django__django-16032,mini-swe-agent-1.17.2,devstral-small-2512,mistral,1,reason_sent,10072,250
20251209_mini-v1.17.2_devstral-small-2512/django__django-16429,django__django-16429,mini-swe-agent-1.17.2,devstral-small-2512,mistral,0,reason_sent,298,69
20251209_mini-v1.17.2_devstral-small-2512/django__django-16631,django__django-16631,mini-swe-agent-1.17.2,devstral-small-2512,mistral,1,reason_sent,262,53
20251209_mini-v1.17.2_devstral-small-2512/matplotlib__matplotlib-24149,matplotlib__matplotlib-24149,mini-swe-agent-1.17.2,devstral-small-2512,mistral,0,reason_sent,209,43
20251209_mini-v1.17.2_devstral-small-2512/matplotlib__matplotlib-24870,matplotlib__matplotlib-24870,mini-swe-agent-1.17.2,devstral-small-2512,mistral,1,reason_sent,541,67
20251209_mini-v1.17.2_devstral-small-2512/matplotlib__matplotlib-25960,matplotlib__matplotlib-25960,mini-swe-agent-1.17.2,devstral-small-2512,mistral,1,reason_sent,564,66
20251209_mini-v1.17.2_devstral-small-2512/pydata__xarray-3305,pydata__xarray-3305,mini-swe-agent-1.17.2,devstral-small-2512,mistral,0,reason_sent,232,62
20251209_mini-v1.17.2_devstral-small-2512/pydata__xarray-6599,pydata__xarray-6599,mini-swe-agent-1.17.2,devstral-small-2512,mistral,1,reason_sent,1425,155
20251209_mini-v1.17.2_devstral-small-2512/pydata__xarray-7229,pydata__xarray-7229,mini-swe-agent-1.17.2,devstral-small-2512,mistral,1,reason_sent,919,250
20251209_mini-v1.17.2_devstral-small-2512/pytest-dev__pytest-7324,pytest-dev__pytest-7324,mini-swe-agent-1.17.2,devstral-small-2512,mistral,1,reason_sent,806,74
20251209_mini-v1.17.2_devstral-small-2512/sympy__sympy-17318,sympy__sympy-17318,mini-swe-agent-1.17.2,devstral-small-2512,mistral,1,reason_sent,478,69
20251209_mini-v1.17.2_devstral-small-2512/sympy__sympy-21596,sympy__sympy-21596,mini-swe-agent-1.17.2,devstral-small-2512,mistral,1,reason_sent,446,90
20260217_mini-v2.0.0_gemini-3-flash-high/astropy__astropy-14369,astropy__astropy-14369,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,1,reason_sent,965,68
20260217_mini-v2.0.0_gemini-3-flash-high/django__django-11141,django__django-11141,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,0,reason_sent,1441,80
20260217_mini-v2.0.0_gemini-3-flash-high/django__django-11149,django__django-11149,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,0,reason_sent,651,33
20260217_mini-v2.0.0_gemini-3-flash-high/django__django-11163,django__django-11163,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,0,reason_sent,813,52
20260217_mini-v2.0.0_gemini-3-flash-high/django__django-11400,django__django-11400,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,0,reason_sent,855,50
